站名,站址,建置容量,啟用日期,本日發電量,累計發電量,累計減碳量,日期,站代號,模組及系統類型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,102,86468,45049.8,2014/9/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,85,86553,45094.1,2014/9/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,126,86679,45159.8,2014/9/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,120,86799,45222.3,2014/9/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,108,86907,45278.5,2014/9/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,122,87029,45342.1,2014/9/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,121,87150,45405.2,2014/9/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,89,87239,45451.5,2014/9/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,68,87307,45486.9,2014/9/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,51,87358,45513.5,2014/9/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,61,87419,45545.3,2014/9/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,115,87534,45605.2,2014/9/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,42,87576,45627.1,2014/9/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,10,87586,45632.3,2014/9/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,8,87594,45636.5,2014/9/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,69,87663,45672.4,2014/9/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,103,87766,45726.1,2014/9/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,121,87887,45789.1,2014/9/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,120,88007,45851.6,2014/9/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,79,88086,45892.8,2014/9/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,73,88159,45930.8,2014/9/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,56,88215,45960,2014/9/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,79,88294,46001.2,2014/9/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,114,88408,46060.6,2014/9/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,120,88528,46123.1,2014/10/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,115,88643,46183,2014/10/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,107,88750,46238.8,2014/10/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,115,88865,46298.7,2014/10/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,114,88979,46358.1,2014/10/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,121,89100,46421.1,2014/10/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,121,89221,46484.1,2014/10/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,100,89321,46536.2,2014/10/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,93,89414,46584.7,2014/10/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,88,89502,46630.5,2014/10/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,109,89611,46687.3,2014/10/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,103,89714,46741,2014/10/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,106,89820,46796.2,2014/10/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,111,89931,46854.1,2014/10/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,114,90045,46913.4,2014/10/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,118,90163,46974.9,2014/10/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,119,90282,47036.9,2014/10/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,108,90390,47093.2,2014/10/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,56,90446,47122.4,2014/10/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,112,90558,47180.7,2014/10/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,92,90650,47228.7,2014/10/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,71,90721,47265.6,2014/10/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,101,90822,47318.3,2014/10/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,102,90924,47371.4,2014/10/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,107,91031,47427.2,2014/10/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,103,91134,47480.8,2014/10/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,80,91214,47522.5,2014/10/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,111,91325,47580.3,2014/10/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,106,91431,47635.6,2014/10/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,96,91527,47685.6,2014/10/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,97,91624,47736.1,2014/10/31,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,99,91723,47787.7,2014/11/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,105,91828,47842.4,2014/11/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,104,91932,47896.6,2014/11/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,84,92016,47940.3,2014/11/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,93,92109,47988.8,2014/11/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,83,92192,48032,2014/11/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,99,92291,48083.6,2014/11/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,88,92379,48129.5,2014/11/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,29,92408,48144.6,2014/11/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,107,92515,48200.3,2014/11/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,105,92620,48255,2014/11/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,86,92706,48299.8,2014/11/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,97,92803,48350.4,2014/11/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,66,92869,48384.7,2014/11/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,94,92963,48433.7,2014/11/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,41,93004,48455.1,2014/11/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,58,93062,48485.3,2014/11/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,100,93162,48537.4,2014/11/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,102,93264,48590.5,2014/11/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,105,93369,48645.2,2014/11/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,26,93395,48658.8,2014/11/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,63,93458,48691.6,2014/11/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,100,93558,48743.7,2014/11/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,102,93660,48796.9,2014/11/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,95,93755,48846.4,2014/11/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,62,93817,48878.7,2014/11/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,90,93907,48925.5,2014/11/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,59,93966,48956.3,2014/11/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,93,94059,49004.7,2014/11/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,77,94136,49044.9,2014/11/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,75,94211,49083.9,2014/12/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,27,94238,49098,2014/12/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,55,94293,49126.7,2014/12/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,36,94329,49145.4,2014/12/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,61,94390,49177.2,2014/12/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,59,94449,49207.9,2014/12/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,76,94525,49247.5,2014/12/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,53,94578,49275.1,2014/12/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,48,94626,49300.1,2014/12/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,28,94654,49314.7,2014/12/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,36,94690,49333.5,2014/12/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,50,94740,49359.5,2014/12/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,90,94830,49406.4,2014/12/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,72,94902,49443.9,2014/12/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,64,94966,49477.3,2014/12/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,83,95049,49520.5,2014/12/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,56,95105,49549.7,2014/12/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,78,95183,49590.3,2014/12/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,30,95213,49606,2014/12/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,14,95227,49613.3,2014/12/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,16,95243,49621.6,2014/12/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,39,95282,49641.9,2014/12/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,76,95358,49681.5,2014/12/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,85,95443,49725.8,2014/12/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,24,95467,49738.3,2014/12/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,42,95509,49760.2,2014/12/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,81,95590,49802.4,2014/12/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,59,95649,49833.1,2014/12/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,60,95709,49864.4,2014/12/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,88,95797,49910.2,2014/12/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,100,95897,49962.3,2014/12/31,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,39,95936,49982.7,2015/1/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,65,96001,50016.5,2015/1/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,76,96077,50056.1,2015/1/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,94,96171,50105.1,2015/1/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,98,96269,50156.1,2015/1/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,93,96362,50204.6,2015/1/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,71,96433,50241.6,2015/1/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,68,96501,50277,2015/1/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,100,96601,50329.1,2015/1/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,75,96676,50368.2,2015/1/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,92,96768,50416.1,2015/1/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,101,96869,50468.7,2015/1/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,78,96947,50509.4,2015/1/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,47,96994,50533.9,2015/1/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,104,97098,50588.1,2015/1/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,89,97187,50634.4,2015/1/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,85,97272,50678.7,2015/1/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,77,97349,50718.8,2015/1/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,37,97386,50738.1,2015/1/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,41,97427,50759.5,2015/1/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,53,97480,50787.1,2015/1/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,92,97572,50835,2015/1/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,93,97665,50883.5,2015/1/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,107,97772,50939.2,2015/1/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,102,97874,50992.4,2015/1/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,35,97909,51010.6,2015/1/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,25,97934,51023.6,2015/1/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,79,98013,51064.8,2015/1/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,87,98100,51110.1,2015/1/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,4412,102512,53408.8,2015/3/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,288,102800,53558.8,2015/3/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,87,102887,53604.1,2015/3/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,109,102996,53660.9,2015/3/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,60,103056,53692.2,2015/3/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,97,103153,53742.7,2015/3/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,74,103227,53781.3,2015/3/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,113,103340,53840.1,2015/3/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,120,103460,53902.7,2015/3/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,117,103577,53963.6,2015/3/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,82,103659,54006.3,2015/3/31,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,107,103766,54062.1,2015/4/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,118,103884,54123.6,2015/4/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,133,104017,54192.9,2015/4/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,120,104137,54255.4,2015/4/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,109,104246,54312.2,2015/4/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,6,104252,54315.3,2015/4/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,107,104359,54371,2015/4/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,135,104494,54441.4,2015/4/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,141,104635,54514.8,2015/4/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,89,104724,54561.2,2015/4/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,70,104794,54597.7,2015/4/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,57,104851,54627.4,2015/4/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,66,104917,54661.8,2015/4/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,88,105005,54707.6,2015/4/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,112,105117,54766,2015/4/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,69,105186,54801.9,2015/4/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,123,105309,54866,2015/4/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,103,105412,54919.7,2015/4/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,122,105534,54983.2,2015/4/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,126,105660,55048.9,2015/4/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,64,105724,55082.2,2015/4/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,115,105839,55142.1,2015/4/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,129,105968,55209.3,2015/4/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,103,106071,55263,2015/4/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,109,106180,55319.8,2015/4/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,109,106289,55376.6,2015/4/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,123,106412,55440.7,2015/4/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,124,106536,55505.3,2015/4/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,116,106652,55565.7,2015/4/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,63,106715,55598.5,2015/4/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,116,106831,55659,2015/5/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,115,106946,55718.9,2015/5/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,128,107074,55785.6,2015/5/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,72,107146,55823.1,2015/5/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,87,107233,55868.4,2015/5/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,128,107361,55935.1,2015/5/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,79,107440,55976.2,2015/5/7,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,122,107562,56039.8,2015/5/8,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,124,107686,56104.4,2015/5/9,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,116,107802,56164.8,2015/5/10,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,61,107863,56196.6,2015/5/11,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,83,107946,56239.9,2015/5/12,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,130,108076,56307.6,2015/5/13,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,124,108200,56372.2,2015/5/14,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,112,108312,56430.6,2015/5/15,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,104,108416,56484.7,2015/5/16,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,134,108550,56554.6,2015/5/17,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,128,108678,56621.2,2015/5/18,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,106,108784,56676.5,2015/5/19,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,58,108842,56706.7,2015/5/20,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,20,108862,56717.1,2015/5/21,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,24,108886,56729.6,2015/5/22,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,24,108910,56742.1,2015/5/23,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,23,108933,56754.1,2015/5/24,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,4,108937,56756.2,2015/5/25,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,20,108957,56766.6,2015/5/26,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,52,109009,56793.7,2015/5/27,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,92,109101,56841.6,2015/5/28,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,95,109196,56891.1,2015/5/29,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,115,109311,56951,2015/5/30,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,108,109419,57007.3,2015/5/31,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,97,109516,57057.8,2015/6/1,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,108,109624,57114.1,2015/6/2,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,113,109737,57173,2015/6/3,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,118,109855,57234.5,2015/6/4,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,91,109946,57281.9,2015/6/5,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,114,110060,57341.3,2015/6/6,D516L,多晶矽併聯型
墾丁站,屏東縣恆春鎮,24.84,100-05   ,121,110181,57404.3,2015/6/7,D516L,多晶矽併聯型
